gp_index,lat [deg],lon [deg],start time [s],duration [s],severity,event type,decorrelation time [s],id
836,-112.0668570930221,54.87993578247949,61550.477862949745,3600.0,1.0015742699853278,algal bloom,820.7007665297633,218d54c4-2f46-11f0-ab21-b42e993745e8
379,-63.43414720275777,-4.19340882900675,68553.47279736897,3600.0,1.0136537899714702,algal bloom,3281.735163135505,218d54c5-2f46-11f0-ab21-b42e993745e8
139,-110.88897964408189,63.93453477707283,10919.692743840678,3600.0,1.0551184775001048,algal bloom,3543.444600465095,218d54c6-2f46-11f0-ab21-b42e993745e8
338,-90.01893203344369,53.76761567694243,54653.74129348558,3600.0,1.016465843860804,algal bloom,1812.6515738108087,218d54c7-2f46-11f0-ab21-b42e993745e8
776,118.51027637598034,26.409472184949287,77974.7890324546,3600.0,1.0024153534934692,algal bloom,1213.7487519732244,218d54c8-2f46-11f0-ab21-b42e993745e8
206,-110.618161451213,69.15201385379054,66130.33835318388,3600.0,1.0344551465836933,algal bloom,1722.3958795566143,218d54c9-2f46-11f0-ab21-b42e993745e8
75,-102.68001665236255,47.8412176663616,77901.47494154438,3600.0,1.099908360802994,algal bloom,1436.5264469284025,218d54ca-2f46-11f0-ab21-b42e993745e8
247,93.38222341203318,49.15468878869893,74957.05018237414,3600.0,1.0268300564474147,algal bloom,3356.365294529016,218d54cb-2f46-11f0-ab21-b42e993745e8
951,-77.71738923409724,54.11867181963714,26047.99833527,3600.0,1.0004502394068622,algal bloom,1079.470568578273,218d54cc-2f46-11f0-ab21-b42e993745e8
574,-90.83173254666004,50.01503444275544,35828.58461456299,3600.0,1.006360610356663,algal bloom,1165.2573825620668,218d54cd-2f46-11f0-ab21-b42e993745e8
101,32.268263785922215,-8.023194997388147,76025.0483263152,3600.0,1.0822215302562381,algal bloom,2542.910934955612,218d54ce-2f46-11f0-ab21-b42e993745e8
479,-97.78712042261552,59.59016948119989,42007.42640532259,3600.0,1.009422660885719,algal bloom,3416.47809909189,218d54cf-2f46-11f0-ab21-b42e993745e8
25,45.63032170610813,50.24167766230633,32448.072092747727,3599.9999999999964,1.2974328586303123,algal bloom,1869.3577387012822,218d54d0-2f46-11f0-ab21-b42e993745e8
48,-71.2075665744791,64.91442785839779,85166.8668282541,3600.0,1.1595506742150263,algal bloom,3381.1223806825105,218d54d1-2f46-11f0-ab21-b42e993745e8
105,-70.33349265439655,49.52233070508444,3786.738091233959,3600.0000000000005,1.079555930817165,algal bloom,726.0839367193358,218d54d2-2f46-11f0-ab21-b42e993745e8
100,149.56447655342512,61.79365788274651,29687.82204150507,3600.0000000000036,1.0823471229541821,algal bloom,3177.1177270017984,218d54d3-2f46-11f0-ab21-b42e993745e8
214,-96.80917706058771,55.5303154342926,6429.429545356786,3600.000000000001,1.032622698264757,algal bloom,1975.9202760732358,218d54d4-2f46-11f0-ab21-b42e993745e8
215,-110.33327481147738,61.07464175591022,48134.723000478254,3600.0,1.0325665612163064,algal bloom,368.3519409279526,218d54d5-2f46-11f0-ab21-b42e993745e8
784,-97.6842220271558,60.9185586154358,54586.35002147744,3600.0,1.002270651412361,algal bloom,571.610475764448,218d54d6-2f46-11f0-ab21-b42e993745e8
878,56.64192976792266,74.42645172161804,64506.21566641137,3600.0,1.0011332446389398,algal bloom,1317.743877529221,218d54d7-2f46-11f0-ab21-b42e993745e8
735,-111.1642781460365,63.63419159800464,14561.45380271221,3600.0,1.002912962105655,algal bloom,1759.2729434830985,218d54d8-2f46-11f0-ab21-b42e993745e8
16,-0.3305171249503496,7.653153614577574,19422.99034207032,3600.0,1.452276501183666,algal bloom,976.9498035588667,218d54d9-2f46-11f0-ab21-b42e993745e8
147,32.661743190175606,49.30060333407943,53597.42018070289,3600.0,1.0514789397122133,algal bloom,855.068969025038,218d54da-2f46-11f0-ab21-b42e993745e8
534,-97.71421810733644,61.7138233668479,65936.14046215474,3600.0,1.007625335522406,algal bloom,2199.0482353424154,218d54db-2f46-11f0-ab21-b42e993745e8
802,-68.43410102010323,49.610003265430855,37903.025943694985,3600.0,1.002047323025115,algal bloom,1720.4391673493851,218d54dc-2f46-11f0-ab21-b42e993745e8
720,-163.7760377308799,61.13764346048677,22839.999928362642,3600.0,1.0030392747259167,algal bloom,1866.4367725144243,218d54dd-2f46-11f0-ab21-b42e993745e8
897,-112.15610565875824,69.05038749222689,66889.63110850491,3600.0,1.0009854116034524,algal bloom,11.258241173830719,218d54de-2f46-11f0-ab21-b42e993745e8
468,31.49915801985266,37.7745957317566,73329.95125902517,3600.0,1.0097258411037369,algal bloom,3573.772367345496,218d54df-2f46-11f0-ab21-b42e993745e8
910,72.80047137865643,38.23851532664959,85986.54869049466,3600.0,1.00086374225119,algal bloom,2181.7083315823156,218d54e0-2f46-11f0-ab21-b42e993745e8
717,-99.75541955013937,51.25818043407055,79742.99755718875,3600.0,1.0031214858668003,algal bloom,1397.9838628107702,218d54e1-2f46-11f0-ab21-b42e993745e8
653,15.40314028398367,63.98495162831393,41772.79550980746,3600.0,1.004258606362272,algal bloom,1001.9460900469867,218d54e2-2f46-11f0-ab21-b42e993745e8
887,-109.91457911713958,61.43802513621134,18888.034359208155,3600.0,1.0010540291032972,algal bloom,1519.5723681099034,218d54e3-2f46-11f0-ab21-b42e993745e8
337,-111.26212940515474,64.96489854631143,76245.91356404875,3600.0,1.016506384506669,algal bloom,1049.8230782959192,218d54e4-2f46-11f0-ab21-b42e993745e8
9,31.387073917777364,60.829155503820544,70904.53320069218,3600.0,1.7379898140399388,algal bloom,1218.8173472997971,218d54e5-2f46-11f0-ab21-b42e993745e8
804,13.274861312246005,63.612733667731845,19292.53180560042,3600.0,1.002010403195047,algal bloom,2752.4139202899364,218d54e6-2f46-11f0-ab21-b42e993745e8
558,-78.99238082573133,71.12391321734938,64105.444510832735,3600.0,1.006901192928252,algal bloom,502.4660210125305,218d54e7-2f46-11f0-ab21-b42e993745e8
895,108.83246067455826,40.966933037746834,43189.84124509144,3600.0,1.0009914980283745,algal bloom,1704.3489436933846,218d54e8-2f46-11f0-ab21-b42e993745e8
742,-116.2066333957736,64.25590892493791,83972.82871035882,3600.0,1.0028253281387014,algal bloom,2233.8540177765904,218d54e9-2f46-11f0-ab21-b42e993745e8
434,-72.16590154034719,-47.27482375529272,61192.8159874328,3600.0,1.0109540367539855,algal bloom,1362.2000750186405,218d54ea-2f46-11f0-ab21-b42e993745e8
241,-80.44524556395821,70.64991741943278,16943.473321342408,3600.0,1.0278827477438233,algal bloom,2169.9244967161585,218d54eb-2f46-11f0-ab21-b42e993745e8
411,-74.13858063840453,59.44948027942698,29638.306901930388,3600.0,1.0116638471755592,algal bloom,916.4554411639293,218d54ec-2f46-11f0-ab21-b42e993745e8
497,-76.84698310885754,50.86484136690122,78616.85256181288,3600.0,1.0089047704974772,algal bloom,3386.7398617220806,218d54ed-2f46-11f0-ab21-b42e993745e8
145,-100.08048565000676,53.936579636622746,37467.72491086574,3600.0,1.0516806658885574,algal bloom,772.5695152006047,219185a6-2f46-11f0-ab21-b42e993745e8
291,26.8076030073144,62.8076503121376,25077.65419222934,3600.0,1.0209643041356828,algal bloom,2324.6420258648154,219185a7-2f46-11f0-ab21-b42e993745e8
132,28.6849333773759,-9.015677548036107,10769.328037637251,3600.0,1.0608168140057521,algal bloom,941.7385471512399,219185a8-2f46-11f0-ab21-b42e993745e8
173,-73.72864804646507,56.51250558062408,38882.53824515112,3600.0,1.0447248783000687,algal bloom,1458.8560292173406,219185a9-2f46-11f0-ab21-b42e993745e8
879,-99.61126994446391,65.2359285674509,41209.36310541275,3600.0,1.0011315159379746,algal bloom,949.1949273119321,219185aa-2f46-11f0-ab21-b42e993745e8
755,117.62730453242094,31.559747758989477,22486.562260497256,3600.0,1.0026386318652614,algal bloom,272.7924409889567,219185ab-2f46-11f0-ab21-b42e993745e8
94,34.26686002077088,47.35495379798174,46806.37773844079,3600.0,1.0842709868397882,algal bloom,1882.7949068201679,219185ac-2f46-11f0-ab21-b42e993745e8
490,-125.22699657713368,66.82274009534949,65238.45695711619,3600.0000000000073,1.0090630658306665,algal bloom,522.5789061167443,219185ad-2f46-11f0-ab21-b42e993745e8
706,-75.94993302685039,58.67965210410137,83468.55289574702,3600.0,1.003351178995677,algal bloom,2518.5064899007007,219185ae-2f46-11f0-ab21-b42e993745e8
722,-69.66554400232314,45.69073623142153,60845.446220245976,3600.0,1.0030170582750744,algal bloom,2477.986858419236,219185af-2f46-11f0-ab21-b42e993745e8
128,-65.09719293507675,53.43548523433078,71743.36878066965,3600.0,1.065290341195794,algal bloom,698.5214925837364,219185b0-2f46-11f0-ab21-b42e993745e8
853,-67.73546337527699,54.34263610822969,66880.42801436332,3600.0,1.0013941629767982,algal bloom,1528.5831126279581,219185b1-2f46-11f0-ab21-b42e993745e8
78,110.5804066949048,34.87437086585521,26981.190826701735,3600.0,1.0973744487286423,algal bloom,2537.34555281027,219185b2-2f46-11f0-ab21-b42e993745e8
528,-94.96777303044856,54.23967546790099,7624.118875648972,3600.0,1.007720563726857,algal bloom,2385.807666774422,219185b3-2f46-11f0-ab21-b42e993745e8
393,-101.8183963927132,18.552723641242657,46648.89263582909,3600.0,1.0127338287918526,algal bloom,1653.6342512432082,219185b4-2f46-11f0-ab21-b42e993745e8
420,-97.27087272136303,63.34445867244639,67322.99129661474,3600.0,1.0114972529684327,algal bloom,2397.785975579955,219185b5-2f46-11f0-ab21-b42e993745e8
641,26.02641726337116,61.18350108874469,39843.093771919695,3600.0,1.0044567919258918,algal bloom,10.164894671582259,219185b6-2f46-11f0-ab21-b42e993745e8
458,31.290389386670217,50.018915630195885,38635.10845172589,3600.0,1.0103014867373958,algal bloom,3241.376511919347,219185b7-2f46-11f0-ab21-b42e993745e8
886,-5.197761690032819,38.88295875583782,24715.33353577822,3600.0,1.0010721944839254,algal bloom,883.9489870899573,219185b8-2f46-11f0-ab21-b42e993745e8
821,81.5999301948192,34.01960188817868,64870.381634716316,3600.0000000000073,1.0017920493090178,algal bloom,2564.8385143569253,219185b9-2f46-11f0-ab21-b42e993745e8
881,-96.5701831780249,66.4308846512185,55721.15731347014,3600.0,1.0010996985697225,algal bloom,118.74179702085384,219185ba-2f46-11f0-ab21-b42e993745e8
30,-70.50347507052986,66.4913425246421,22854.861752321627,3600.0,1.2698926243802495,algal bloom,2737.4230419518763,219185bb-2f46-11f0-ab21-b42e993745e8
470,-68.76920976323512,-45.47985919095022,2744.437821095363,3600.0,1.0097039362242985,algal bloom,3566.3210365332857,219185bc-2f46-11f0-ab21-b42e993745e8
997,-59.09645486278991,54.06871955778089,84407.46180007978,3600.0,1.000003159320658,algal bloom,1802.0851283403497,219185bd-2f46-11f0-ab21-b42e993745e8
735,-111.1642781460365,63.63419159800464,42989.27962671748,3600.0,1.002912962105655,algal bloom,3365.4805442463444,219185be-2f46-11f0-ab21-b42e993745e8
505,-115.78668461636134,33.30057791942557,26968.391073283303,3600.0,1.0086287599458694,algal bloom,273.3230970286695,219185bf-2f46-11f0-ab21-b42e993745e8
254,-66.13967675736873,52.63043276389551,54941.825789936665,3600.0,1.0261956345665,algal bloom,2250.3698058037667,219185c0-2f46-11f0-ab21-b42e993745e8
212,116.4736976218026,29.2615174145641,10866.058068009785,3600.0,1.0333540135999,algal bloom,3158.1553651768304,219185c1-2f46-11f0-ab21-b42e993745e8
973,-77.99923938236243,53.76174021510118,17469.367277074627,3600.0,1.0002296666236756,algal bloom,1638.5149620194557,219185c2-2f46-11f0-ab21-b42e993745e8
226,-75.05225774225403,59.75538172406561,3785.9337213779854,3600.0,1.0303173938366064,algal bloom,2367.508737648371,219185c3-2f46-11f0-ab21-b42e993745e8
142,-73.33948358451802,44.42739422647895,16339.919482178715,3600.000000000002,1.0533181867232573,algal bloom,441.2247385769597,219185c4-2f46-11f0-ab21-b42e993745e8
904,-97.06044267569249,58.10846199290006,37564.46936109025,3600.0,1.0009302022161373,algal bloom,1827.877244368988,219185c5-2f46-11f0-ab21-b42e993745e8
873,-106.91595771914618,63.2414889396921,42424.289000120145,3600.0,1.0011797731561554,algal bloom,3442.6976453501343,219185c6-2f46-11f0-ab21-b42e993745e8
414,-72.77496172231824,-41.14516567659478,31519.490840226572,3600.0,1.0115871104328398,algal bloom,3266.8543817167247,219185c7-2f46-11f0-ab21-b42e993745e8
699,-73.28249226217274,55.90821288676378,39674.161273470054,3600.0,1.0034782446064914,algal bloom,2366.6138159011234,219185c8-2f46-11f0-ab21-b42e993745e8
342,122.80837422614243,-23.43832340344562,22067.352019725568,3600.0,1.0161546168820013,algal bloom,37.88634838713754,219185c9-2f46-11f0-ab21-b42e993745e8
499,-46.229687250961845,81.77715400960165,42140.68262440424,3600.0,1.0088713816240036,algal bloom,107.87652483600714,219185ca-2f46-11f0-ab21-b42e993745e8
683,-132.6776692795838,68.52894504005829,4794.7847990840055,3600.0,1.0038001489839088,algal bloom,3046.9306779961303,219185cb-2f46-11f0-ab21-b42e993745e8
528,-94.96777303044856,54.23967546790099,33110.34427328111,3600.0,1.007720563726857,algal bloom,794.2881932191236,219185cc-2f46-11f0-ab21-b42e993745e8
134,29.642516556288644,63.2881389939448,46579.12870206144,3600.0,1.0587091712296481,algal bloom,3210.2181047894865,219185cd-2f46-11f0-ab21-b42e993745e8
377,61.59698116943338,41.13426548394457,10235.420784344697,3600.0,1.0137248701999177,algal bloom,2461.1456030145646,219185ce-2f46-11f0-ab21-b42e993745e8
97,34.84229346854083,63.53144936027232,81432.58111354215,3600.0,1.0836412613167357,algal bloom,2300.7124390537215,219185cf-2f46-11f0-ab21-b42e993745e8
238,-99.94618250419904,62.25314908241722,49601.84542130669,3600.0,1.0283147281236145,algal bloom,1340.4518277025459,219185d0-2f46-11f0-ab21-b42e993745e8
566,23.14647720649663,61.480751234564885,3711.824573215252,3600.0,1.0066392516926064,algal bloom,2792.7489092602373,219185d1-2f46-11f0-ab21-b42e993745e8
764,-96.56255474601316,63.92781402854963,70518.99432553051,3600.0,1.002534533469,algal bloom,3359.278810168601,219185d2-2f46-11f0-ab21-b42e993745e8
612,79.1857943254244,16.384325804529542,39361.296998838385,3600.0,1.0051607464012844,algal bloom,2794.1571906983972,219185d3-2f46-11f0-ab21-b42e993745e8
926,-75.29617472288047,58.61118150069092,29774.68400510557,3600.0,1.000642018323267,algal bloom,2612.931867001681,219185d4-2f46-11f0-ab21-b42e993745e8
50,102.41977789102351,57.12683166728189,3150.6184378620696,3599.9999999999995,1.15635098602435,algal bloom,485.46856389676384,219185d5-2f46-11f0-ab21-b42e993745e8
155,38.41956860085761,59.63645886382149,53958.21942103969,3600.0,1.049771775773719,algal bloom,1127.6787355799026,219185d6-2f46-11f0-ab21-b42e993745e8
390,24.05403149584318,62.07754892500036,75958.34851041861,3600.0,1.0129775017674174,algal bloom,2068.1208377690677,219185d7-2f46-11f0-ab21-b42e993745e8
582,-64.33510250535471,55.506187717357314,30952.254862717597,3600.0000000000036,1.0061806782920946,algal bloom,2351.9129916517463,219185d8-2f46-11f0-ab21-b42e993745e8
642,-91.78880272904354,64.95682034516041,21591.297183148214,3600.0,1.0044550897593776,algal bloom,3242.4532940791705,219185d9-2f46-11f0-ab21-b42e993745e8
530,-64.12785754041813,55.935669736360666,30192.123977128253,3600.0000000000036,1.0077201045519917,algal bloom,607.4412026847432,219185da-2f46-11f0-ab21-b42e993745e8
227,-103.2568260419461,56.85942497158624,4927.784231524474,3600.0,1.0301341652871328,algal bloom,655.4640010166587,219185db-2f46-11f0-ab21-b42e993745e8
864,-92.51982762394904,67.80325106807922,25165.970105283104,3600.0,1.0012994654573277,algal bloom,647.2724572531839,219185dc-2f46-11f0-ab21-b42e993745e8
832,-52.76869368874336,-33.124379110825686,85962.833655451,3600.0,1.0016291730922378,algal bloom,2758.9861424690407,219185dd-2f46-11f0-ab21-b42e993745e8
226,-75.05225774225403,59.75538172406561,19830.489055676677,3600.0,1.0303173938366064,algal bloom,811.441305389035,219185de-2f46-11f0-ab21-b42e993745e8
274,-75.69156970259198,52.110208749615374,52615.63593342338,3600.0,1.02267061877289,algal bloom,3084.7441173289903,219185df-2f46-11f0-ab21-b42e993745e8
385,-20.878366720261663,77.05175458613225,67442.45862876208,3600.0,1.0133419211579806,algal bloom,731.497986817891,219185e0-2f46-11f0-ab21-b42e993745e8
826,-85.42832072462348,70.68716634457378,86078.94993129538,3600.0,1.0017124497202488,algal bloom,2552.2065915271633,219185e1-2f46-11f0-ab21-b42e993745e8
148,69.06559724327077,50.42468906932355,54003.90537507727,3600.0,1.0511360497976905,algal bloom,2657.181439812073,219185e2-2f46-11f0-ab21-b42e993745e8
376,-67.86962645814589,50.42825445402849,63723.35596458094,3599.9999999999927,1.0137685679648192,algal bloom,2078.7577000755987,219185e3-2f46-11f0-ab21-b42e993745e8
199,120.23374526042956,31.218914366279236,51457.660794342846,3600.0,1.037079323560865,algal bloom,2861.489768831492,219185e4-2f46-11f0-ab21-b42e993745e8
846,-100.07881074368696,64.61233309850861,65755.67769534088,3600.0,1.0014392256625737,algal bloom,1892.536711409021,219185e5-2f46-11f0-ab21-b42e993745e8
843,39.09685256705367,60.571205604191,76273.0258783963,3600.0,1.001478021446523,algal bloom,2120.957051442312,219185e6-2f46-11f0-ab21-b42e993745e8
873,-106.91595771914618,63.2414889396921,77224.7347453983,3600.0,1.0011797731561554,algal bloom,3248.8172095764717,219185e7-2f46-11f0-ab21-b42e993745e8
747,-118.46014758782002,51.51929914957762,27278.461839626565,3600.0,1.0027581761094269,algal bloom,1112.3874979133977,219185e8-2f46-11f0-ab21-b42e993745e8
922,-88.14671945584202,52.95306923300188,44374.803111657595,3600.0,1.000710838146734,algal bloom,3557.532685276764,219185e9-2f46-11f0-ab21-b42e993745e8
649,-87.38850184378504,52.93483218920939,52714.11474308371,3600.0,1.0043336851474407,algal bloom,2612.18469404556,219185ea-2f46-11f0-ab21-b42e993745e8
350,-77.10214015436695,47.50691367942488,29138.174735816636,3600.0,1.0155062860016464,algal bloom,702.7889614031469,219185eb-2f46-11f0-ab21-b42e993745e8
180,-107.88209650410366,55.58919135821585,68071.70656088935,3600.0,1.0420672375084776,algal bloom,2760.773451505783,219185ec-2f46-11f0-ab21-b42e993745e8
197,37.341279057792825,11.950071251440963,41812.77792101109,3600.0,1.0389210887031597,algal bloom,2077.109375581086,219185ed-2f46-11f0-ab21-b42e993745e8
818,81.36475764130978,50.303662808465134,79481.55060713443,3600.0,1.0018370890270967,algal bloom,1058.9864790716674,219185ee-2f46-11f0-ab21-b42e993745e8
199,120.23374526042956,31.218914366279236,44521.45302345829,3600.0,1.037079323560865,algal bloom,655.644016311102,219185ef-2f46-11f0-ab21-b42e993745e8
806,53.55757306342882,29.70873311271729,79163.4551310754,3600.0,1.0019989305805008,algal bloom,1073.5317285307183,219185f0-2f46-11f0-ab21-b42e993745e8
116,-100.5639812470656,45.15781271428166,70576.26298327003,3600.0,1.0718137131572494,algal bloom,343.98459809624427,219185f1-2f46-11f0-ab21-b42e993745e8
793,-99.04767923313096,59.74440123917292,71867.28673859751,3600.0,1.0021351967410013,algal bloom,2591.040350099575,219185f2-2f46-11f0-ab21-b42e993745e8
104,-98.7940032896726,64.56359098368073,16430.92413212615,3600.0,1.0795855104079077,algal bloom,2450.971311105546,219185f3-2f46-11f0-ab21-b42e993745e8
22,-102.4337365293924,57.25452411583276,60014.75870194276,3600.0,1.3213310017753859,algal bloom,2248.739262506965,219185f4-2f46-11f0-ab21-b42e993745e8
918,122.15477994913812,-31.168135798323,84118.24368062774,3600.0,1.0007519981481898,algal bloom,140.17523174885474,219185f5-2f46-11f0-ab21-b42e993745e8
131,25.335738268151477,-20.726651310651693,39822.29539042952,3600.0,1.0631530854204532,algal bloom,2466.2722820083754,219185f6-2f46-11f0-ab21-b42e993745e8
435,99.0801882965365,14.720078621108764,85101.03957292369,3600.0,1.0109406650421027,algal bloom,164.79627982215112,219185f7-2f46-11f0-ab21-b42e993745e8
112,42.893092572858464,38.604528130989394,14276.705563409247,3600.0,1.0749291383214807,algal bloom,1451.2686448948316,219185f8-2f46-11f0-ab21-b42e993745e8
514,-104.5509772490082,61.41380108296024,40299.80328170561,3600.0,1.008264088965087,algal bloom,1530.7877468691966,219185f9-2f46-11f0-ab21-b42e993745e8
340,26.523653138713534,63.22053557831941,29998.483192689444,3599.9999999999964,1.0163153024965406,algal bloom,3261.9314583477617,219185fa-2f46-11f0-ab21-b42e993745e8
27,53.89104269184282,41.27160398549529,47619.17327085062,3600.0,1.29311237319665,algal bloom,1216.6613559959349,219185fb-2f46-11f0-ab21-b42e993745e8
341,73.22068368963957,53.23399116605477,40071.93135800659,3600.0,1.0162235123126704,algal bloom,16.555570108642037,219185fc-2f46-11f0-ab21-b42e993745e8
165,48.26620624694196,52.618099748212224,42502.49473952911,3600.0,1.0480247328604553,algal bloom,1708.3159732297217,219185fd-2f46-11f0-ab21-b42e993745e8
51,-109.00122998531384,61.769376389847416,39019.03515728443,3600.0,1.1553253465690043,algal bloom,2483.1973453804326,219185fe-2f46-11f0-ab21-b42e993745e8
643,-78.46449053998545,36.55306408487159,12409.655987469661,3600.0,1.0044343532327533,algal bloom,2287.1285912640665,219185ff-2f46-11f0-ab21-b42e993745e8
501,-102.8729371927647,55.12225996221243,8084.009062415945,3600.000000000001,1.0087847160242398,algal bloom,2601.3019673379013,21918600-2f46-11f0-ab21-b42e993745e8
770,-98.1526095434212,62.99271146217773,84167.55548817241,3600.0,1.0024558653378592,algal bloom,214.351407501402,21918601-2f46-11f0-ab21-b42e993745e8
895,108.83246067455826,40.966933037746834,36367.96073324856,3600.0,1.0009914980283745,algal bloom,690.1508015673143,21918602-2f46-11f0-ab21-b42e993745e8
279,4.541623216121377,10.313788656039629,63078.01498993037,3600.0000000000073,1.022121754311027,algal bloom,2493.055431655936,21918603-2f46-11f0-ab21-b42e993745e8
583,34.4183868042221,67.6797774149469,63281.55459707566,3599.9999999999927,1.0061779919315403,algal bloom,3357.0427761124893,21918604-2f46-11f0-ab21-b42e993745e8
231,-104.95964349028358,55.18381248875733,17929.44785116024,3600.0,1.029855164589521,algal bloom,2325.4113544238353,21918605-2f46-11f0-ab21-b42e993745e8
698,-114.46845088238408,66.92893498565145,11313.023589629955,3600.0,1.0034951468282187,algal bloom,1819.4279716949143,21918606-2f46-11f0-ab21-b42e993745e8
578,-75.33714553428227,60.09203329050676,70844.06188428716,3600.0,1.0062950539709992,algal bloom,473.9236211954663,21918607-2f46-11f0-ab21-b42e993745e8
471,26.567193130288413,68.08034471067006,23215.39367354206,3600.0,1.0096484030529476,algal bloom,252.63961865459436,21918608-2f46-11f0-ab21-b42e993745e8
755,117.62730453242094,31.559747758989477,949.420015716835,3600.0,1.0026386318652614,algal bloom,1764.0674015086674,21918609-2f46-11f0-ab21-b42e993745e8
164,-100.50382111304792,65.93502663379354,28141.643057188856,3600.0,1.048096026024474,algal bloom,1589.4322067591152,2191860a-2f46-11f0-ab21-b42e993745e8
113,100.2606147948043,36.85456170446549,58673.19278555546,3600.0,1.0737364444261384,algal bloom,1571.8034898097155,2191860b-2f46-11f0-ab21-b42e993745e8
938,160.24427769038277,69.2854771142768,65451.13239389234,3599.9999999999927,1.0005716354801613,algal bloom,2583.9680798461877,2191860c-2f46-11f0-ab21-b42e993745e8
982,140.38637780002463,51.629834640550754,82171.89662919383,3600.0,1.0001476074463973,algal bloom,338.1544600389236,2191860d-2f46-11f0-ab21-b42e993745e8
83,45.46186124576673,37.594576765115065,66055.11800172838,3600.0,1.0937858884782936,algal bloom,171.72876884464986,2191860e-2f46-11f0-ab21-b42e993745e8
210,-93.06739335791384,53.00741633846582,8307.852172259347,3600.0,1.0334175609438738,algal bloom,1117.5669916759382,2191860f-2f46-11f0-ab21-b42e993745e8
800,-45.52723098713065,-23.431258122850657,7122.988496815746,3600.0,1.0020649418842946,algal bloom,2499.6000174281085,21918610-2f46-11f0-ab21-b42e993745e8
219,28.622909174056225,66.17026833851268,360.0322422418799,3600.0,1.0319332321814707,algal bloom,1261.0163648014975,21918611-2f46-11f0-ab21-b42e993745e8
